id,time,pos,open,high,low,close,volume,bidVolume,askVolume,vwap,prices,calc__label:smaLow14__tf:same__id:sma__source:low__length:14__out:value,calc__label:emaOpen21__tf:same__id:ema__source:open__length:21__out:value,calc__label:vwmaHigh120__tf:same__id:vwma__source:high__length:120__out:value,calc__label:wmaLow31__tf:same__id:wma__source:low__length:31__out:value,calc__label:rmaHigh40__tf:same__id:rma__source:high__length:40__out:value,calc__label:hmaOpen150__tf:same__id:hma__source:open__length:150__out:value,calc__label:crossaboveHighSma20__tf:same__id:crossabove__series1:high__series2:sma20__out:value,calc__label:crossbelowHighSma20__tf:same__id:crossbelow__series1:high__series2:sma20__out:value,calc__label:stdDevLow22__tf:same__id:stdev__source:low__length:22__out:value,calc__label:changeHigh8__tf:same__id:change__source:high__length:8__out:value,calc__label:truerange__tf:same__id:truerange__out:value,calc__label:linearRegressionHigh35__tf:same__id:linreg__source:high__length:35__out:value,calc__label:pivothigh5__tf:same__id:pivothigh__source:high__length:5__out:value,calc__label:pivotlow5__tf:same__id:pivotlow__source:low__length:5__out:value,calc__label:rateofchangeOpen36__tf:same__id:rateofchange__source:open__length:36__out:value,calc__label:sumLow250__tf:same__id:sum__source:low__length:250__out:value,calc__label:cumulativeLow__tf:same__id:cumulative__source:low__out:value,calc__label:atr18__tf:same__id:atr__length:18__out:value,calc__label:bbLow3015__tf:same__id:bb__source:low__length:30__mult:1.5__out:top,calc__label:bbLow3015__tf:same__id:bb__source:low__length:30__mult:1.5__out:mid,calc__label:bbLow3015__tf:same__id:bb__source:low__length:30__mult:1.5__out:bot,calc__label:macdHigh163011__tf:same__id:macd__source:high__fastLength:16__slowLength:30__signalLength:11__out:macd,calc__label:macdHigh163011__tf:same__id:macd__source:high__fastLength:16__slowLength:30__signalLength:11__out:signal,calc__label:macdHigh163011__tf:same__id:macd__source:high__fastLength:16__slowLength:30__signalLength:11__out:hist,calc__label:rsiLow21__tf:same__id:rsi__source:low__length:21__out:value,calc__label:stochasticOpen14__tf:same__id:stochastic__source:open__high:high__low:low__length:14__out:value,calc__label:vwapOpenDaily__tf:same__id:vwap__source:open__resetCondition:daily__out:value,calc__label:vwapBandsLow125__tf:same__id:vwapbands__source:low__resetCondition:daily__bandMult1:1.25__out:vwap,calc__label:vwapBandsLow125__tf:same__id:vwapbands__source:low__resetCondition:daily__bandMult1:1.25__out:top1,calc__label:vwapBandsLow125__tf:same__id:vwapbands__source:low__resetCondition:daily__bandMult1:1.25__out:bot1
1779131502000000000,1779131502000,24982401,4288.5,4288.75,4287,4288.25,97,65,32,4288.164948453608,4288.5:20;4288.75:39;4287:3;4287.25:29;4288.25:6,4290.66,4291.01,4295.49,4289.67,4294.06,4292.77,0.00,0.00,3.10,-6.50,1.75,4291.61,0.00,0.00,-0.16,1072625.75,10387769.00,2.21,4293.98,4289.59,4285.21,-0.91,-0.62,-0.30,41.53,20.45,4294.34,4293.83,4303.76,4283.90
1779131568000000000,1779131568000,24982402,4288,4289.75,4287.75,4289.75,114,62,52,4288.798245614035,4288:21;4287.75:13;4288.5:17;4289:18;4289.25:22;4289.75:23,4290.36,4290.74,4295.48,4289.56,4293.95,4292.52,0.00,0.00,2.97,-7.00,2.00,4291.50,0.00,0.00,-0.16,1072626.75,10392057.00,2.19,4293.84,4289.47,4285.09,-0.94,-0.67,-0.27,43.38,15.91,4294.33,4293.83,4303.76,4283.90
1779131634000000000,1779131634000,24982403,4290.5,4292.75,4290.5,4291.75,126,43,83,4291.825396825397,4290.5:10;4290.75:8;4291.5:24;4291.75:23;4292:20;4292.75:21;4292.25:20,4290.29,4290.72,4295.49,4289.62,4293.92,4292.28,4290.50,0.00,2.85,-2.00,3.00,4291.58,4292.75,0.00,-0.08,1072630.50,10396348.00,2.24,4293.73,4289.41,4285.09,-0.80,-0.69,-0.11,49.54,38.64,4294.33,4293.83,4303.75,4283.90
1779131701000000000,1779131701000,24982404,4292.5,4292.5,4290.25,4290.75,98,31,67,4290.849489795918,4292.5:2;4291.75:17;4291:33;4290.25:38;4290.75:8,4290.11,4290.88,4295.48,4289.66,4293.88,4292.04,0.00,0.00,2.71,-0.50,2.25,4291.73,0.00,0.00,0.05,1072634.25,10400638.00,2.24,4293.71,4289.40,4285.09,-0.69,-0.69,-0.00,49.03,56.82,4294.33,4293.83,4303.75,4283.90
1779131767000000000,1779131767000,24982405,4290,4290,4288,4288.5,114,77,37,4289.039473684211,4290:20;4289.75:18;4289:24;4288:9;4288.5:37;4288.75:6,4289.55,4290.80,4295.46,4289.57,4293.79,4291.81,0.00,4290.00,2.74,-0.75,2.75,4291.60,0.00,0.00,-0.05,1072635.00,10404926.00,2.27,4293.62,4289.31,4284.99,-0.73,-0.70,-0.03,44.69,35.71,4294.33,4293.82,4303.75,4283.90
1779131833000000000,1779131833000,24982406,4289.75,4290.25,4288.25,4289.25,143,82,61,4289.330419580419,4289.75:15;4290.25:15;4289.5:66;4288.75:7;4288.25:24;4289.25:16,4289.11,4290.70,4295.43,4289.50,4293.70,4291.58,0.00,0.00,2.76,2.50,2.00,4291.53,0.00,0.00,-0.03,1072636.00,10409214.00,2.25,4293.60,4289.27,4284.95,-0.74,-0.71,-0.04,45.26,33.33,4294.32,4293.82,4303.74,4283.90
1779131900000000000,1779131900000,24982407,4288.5,4289,4287.5,4289,168,33,135,4287.71875,4288.5:2;4288:4;4287.75:32;4287.5:101;4288.25:25;4289:4,4288.71,4290.50,4295.38,4289.39,4293.58,4291.35,0.00,0.00,2.81,0.75,1.75,4291.38,0.00,4287.50,-0.10,1072637.25,10413502.00,2.23,4293.60,4289.28,4284.97,-0.81,-0.72,-0.09,43.85,21.43,4294.32,4293.81,4303.73,4283.89
1779131966000000000,1779131966000,24982408,4289.5,4289.5,4288,4289.5,118,103,15,4288.983050847458,4289.5:24;4289.25:45;4288.5:19;4288.75:15;4288:3;4288.25:12,4288.27,4290.41,4295.37,4289.32,4293.48,4291.12,0.00,0.00,2.84,1.00,1.50,4291.34,0.00,0.00,-0.05,1072639.25,10417790.00,2.18,4293.59,4289.33,4285.07,-0.84,-0.74,-0.10,45.05,38.24,4294.32,4293.81,4303.73,4283.89
1779132032000000000,1779132032000,24982409,4290.5,4290.75,4290.25,4290.5,96,59,37,4290.455729166667,4290.5:17;4290.25:48;4290.75:31,4288.20,4290.42,4295.36,4289.38,4293.41,4290.90,0.00,0.00,2.83,2.00,1.25,4291.40,0.00,0.00,-0.09,1072643.25,10422080.00,2.13,4293.62,4289.49,4285.36,-0.79,-0.75,-0.04,50.09,62.96,4294.31,4293.81,4303.73,4283.89
1779132098000000000,1779132098000,24982410,4289.5,4290.5,4289,4289.5,239,41,198,4289.584728033473,4289.5:191;4289:12;4289.75:13;4290.5:23,4288.05,4290.34,4295.31,4289.36,4293.34,4290.70,0.00,0.00,2.80,0.75,1.50,4291.41,0.00,0.00,-0.08,1072646.00,10426369.00,2.10,4293.58,4289.62,4285.66,-0.75,-0.75,-0.00,47.54,50.00,4294.31,4293.80,4303.72,4283.89
1779132165000000000,1779132165000,24982411,4290.25,4292.25,4290.25,4291.75,127,84,43,4291.377952755905,4290.25:32;4291.75:38;4292.25:20;4291.5:37,4288.27,4290.33,4295.30,4289.41,4293.31,4290.50,4290.25,0.00,2.78,-0.50,2.75,4291.57,0.00,0.00,-0.01,1072650.00,10430659.00,2.13,4293.59,4289.76,4285.92,-0.62,-0.73,0.11,50.20,61.54,4294.31,4293.80,4303.71,4283.89
1779132231000000000,1779132231000,24982412,4291,4291.25,4288.75,4288.75,96,40,56,4290.307291666667,4291:32;4291.25:23;4289.75:13;4289.25:14;4288.75:14,4288.45,4290.39,4295.32,4289.35,4293.26,4290.32,0.00,0.00,2.71,-1.25,3.00,4291.48,0.00,0.00,-0.01,1072653.25,10434948.00,2.18,4293.55,4289.85,4286.15,-0.57,-0.70,0.14,47.19,73.08,4294.31,4293.80,4303.71,4283.89
1779132297000000000,1779132297000,24982413,4289.25,4293.5,4289.25,4293.25,261,54,207,4292.698275862069,4289.25:9;4290:18;4290.25:9;4290.75:11;4291.25:19;4292.5:2;4293.5:178;4293.25:15,4288.66,4290.29,4295.32,4289.32,4293.26,4290.14,0.00,0.00,2.36,3.50,4.75,4291.59,0.00,0.00,-0.01,1072657.25,10439237.00,2.32,4293.56,4289.87,4286.17,-0.40,-0.65,0.26,48.27,39.29,4294.30,4293.79,4303.70,4283.89
1779132364000000000,1779132364000,24982414,4293.5,4293.5,4292.25,4292.25,295,26,269,4292.896610169491,4293.5:12;4293:221;4292.75:20;4292.25:42,4289.07,4290.58,4295.30,4289.47,4293.27,4289.99,0.00,0.00,2.17,3.25,1.25,4291.57,0.00,0.00,0.15,1072664.50,10443529.00,2.26,4293.71,4289.98,4286.24,-0.25,-0.58,0.33,54.20,100.00,4294.30,4293.79,4303.69,4283.89
1779132430000000000,1779132430000,24982415,4293,4296,4293,4295.5,117,15,102,4294.510683760684,4293:24;4294.25:36;4294.75:12;4295:15;4296:10;4295.75:3;4295.5:17,4289.50,4290.80,4295.30,4289.66,4293.34,4289.86,0.00,0.00,2.17,7.00,3.75,4291.78,0.00,0.00,0.14,1072672.25,10447822.00,2.35,4293.92,4290.10,4286.28,0.00,-0.49,0.49,55.54,64.71,4294.30,4293.79,4303.69,4283.89
1779132496000000000,1779132496000,24982416,4295.25,4297.25,4293.75,4297.25,132,35,97,4295.369318181818,4295.25:46;4293.75:17;4294.25:11;4294.75:23;4296.75:10;4297:5;4297.25:20,4289.93,4291.20,4295.32,4289.89,4293.44,4289.77,0.00,0.00,2.12,7.75,3.50,4292.12,0.00,0.00,0.20,1072679.25,10452116.00,2.41,4294.17,4290.23,4286.29,0.28,-0.36,0.64,56.87,79.49,4294.30,4293.79,4303.68,4283.90
1779132563000000000,1779132563000,24982417,4297.5,4299,4297.5,4299,199,11,188,4298.600502512563,4297.5:6;4297.75:21;4298.25:21;4298.75:110;4298.5:2;4299:39,4290.43,4291.78,4295.38,4290.35,4293.58,4289.72,0.00,0.00,2.72,8.25,1.75,4292.74,0.00,0.00,0.27,1072690.00,10456414.00,2.37,4294.85,4290.45,4286.05,0.60,-0.20,0.80,62.69,86.96,4294.30,4293.79,4303.68,4283.91
1779132629000000000,1779132629000,24982418,4299,4299,4298.25,4298.5,143,104,39,4298.554195804196,4299:22;4298.75:24;4298.5:60;4298.25:37,4291.00,4292.43,4295.43,4290.83,4293.71,4289.72,0.00,0.00,3.26,8.50,0.75,4293.31,0.00,0.00,0.29,1072702.00,10460712.00,2.28,4295.52,4290.66,4285.80,0.85,-0.02,0.88,63.72,100.00,4294.30,4293.80,4303.69,4283.91
1779132695000000000,1779132695000,24982419,4299,4300,4298,4298.5,275,244,31,4298.876363636364,4299:201;4300:4;4299.25:25;4298.25:1;4298:43;4298.5:1,4291.71,4293.03,4295.50,4291.29,4293.87,4289.77,0.00,0.00,3.63,7.75,2.00,4293.95,0.00,0.00,0.22,1072713.75,10465010.00,2.27,4296.12,4290.88,4285.63,1.11,0.17,0.95,63.11,92.00,4294.31,4293.80,4303.69,4283.92
1779132761000000000,1779132761000,24982420,4299,4301,4299,4300,101,42,59,4300.309405940594,4299:2;4299.5:12;4300.5:21;4301:19;4300.25:39;4300:8,4292.48,4293.57,4295.53,4291.80,4294.05,4289.85,0.00,0.00,3.94,9.75,2.50,4294.73,4301.00,0.00,0.22,1072726.00,10469309.00,2.28,4296.75,4291.08,4285.42,1.37,0.37,1.01,64.54,85.19,4294.31,4293.81,4303.69,4283.92
1779132828000000000,1779132828000,24982421,4300.5,4300.5,4298.25,4299,121,50,71,4299.545454545455,4300.5:18;4300.25:14;4300:24;4299.75:13;4299.25:10;4298.75:11;4298.25:16;4299:15,4293.25,4294.20,4295.56,4292.24,4294.21,4289.99,0.00,0.00,4.09,7.00,2.25,4295.47,0.00,0.00,0.24,1072738.25,10473607.00,2.28,4297.02,4291.17,4285.31,1.55,0.56,0.99,62.63,96.15,4294.32,4293.81,4303.69,4283.93
1779132894000000000,1779132894000,24982422,4298.25,4299.5,4297,4297.75,89,20,69,4298.011235955056,4298.25:6;4299:7;4299.5:8;4298.75:10;4297.25:22;4297.75:34;4297:2,4293.89,4294.57,4295.58,4292.60,4294.34,4290.14,0.00,0.00,4.10,6.00,2.50,4296.11,0.00,0.00,0.19,1072749.50,10477904.00,2.29,4297.25,4291.25,4285.25,1.63,0.74,0.89,59.56,77.55,4294.32,4293.81,4303.69,4283.93
1779132960000000000,1779132960000,24982423,4297.75,4298,4294.75,4294.75,678,639,39,4295.415560471976,4297.75:23;4298:20;4297.5:1;4296:14;4295.25:594;4294.75:26,4294.21,4294.86,4295.66,4292.81,4294.43,4290.31,0.00,0.00,4.00,2.00,3.25,4296.58,0.00,0.00,0.13,1072759.50,10482199.00,2.35,4297.37,4291.31,4285.25,1.61,0.89,0.72,54.50,73.47,4294.33,4293.81,4303.67,4283.95
1779133027000000000,1779133027000,24982424,4295.75,4296.25,4295,4295,86,51,35,4295.886627906977,4295.75:12;4296:26;4296.25:29;4295.5:10;4295:9,4294.64,4294.94,4295.67,4293.04,4294.48,4290.49,0.00,0.00,3.91,-1.00,1.50,4296.82,0.00,0.00,0.06,1072769.25,10486494.00,2.30,4297.42,4291.33,4285.25,1.48,0.99,0.50,54.94,57.14,4294.33,4293.81,4303.67,4283.95
1779133093000000000,1779133093000,24982425,4294.5,4294.5,4293,4294,105,50,55,4293.9309523809525,4294.5:37;4293.25:23;4294.25:7;4293.75:17;4293:6;4294:15,4294.84,4294.90,4295.66,4293.13,4294.48,4290.65,0.00,0.00,3.89,-4.50,2.00,4297.02,0.00,4293.00,0.04,1072776.25,10490787.00,2.28,4297.50,4291.39,4285.29,1.27,1.03,0.24,50.76,46.94,4294.33,4293.81,4303.67,4283.95
1779133159000000000,1779133159000,24982426,4295.25,4297.25,4295,4297.25,107,16,91,4295.92523364486,4295.25:32;4296:7;4295:8;4295.5:16;4296.75:10;4296.5:24;4297.25:10,4295.29,4294.93,4295.68,4293.36,4294.55,4290.81,0.00,0.00,3.88,-1.75,3.25,4297.59,0.00,0.00,0.05,1072784.75,10495082.00,2.34,4297.70,4291.52,4285.35,1.24,1.07,0.17,54.41,51.06,4294.33,4293.81,4303.67,4283.96
1779133225000000000,1779133225000,24982427,4296.75,4298.25,4295.75,4298.25,334,314,20,4297.86002994012,4296.75:20;4296:4;4295.75:24;4297:2;4297.25:10;4297.5:25;4298.25:249,4295.75,4295.10,4295.72,4293.63,4294.64,4290.97,0.00,0.00,3.76,-1.75,2.50,4298.19,0.00,0.00,0.01,1072794.75,10499378.00,2.34,4297.97,4291.81,4285.65,1.25,1.10,0.15,55.70,51.43,4294.33,4293.82,4303.66,4283.97
1779133292000000000,1779133292000,24982428,4297.75,4298.5,4296.75,4298.5,111,55,56,4297.6621621621625,4297.75:24;4298.5:28;4298:11;4297.25:20;4296.75:22;4297.5:6,4296.07,4295.34,4295.73,4293.94,4294.74,4291.14,0.00,0.00,3.66,-2.50,1.75,4298.77,0.00,0.00,0.06,1072805.75,10503675.00,2.31,4298.26,4292.16,4286.06,1.27,1.13,0.14,57.39,59.38,4294.34,4293.82,4303.66,4283.97
1779133358000000000,1779133358000,24982429,4298.75,4298.75,4297,4297,632,40,592,4297.53085443038,4298.75:15;4297.5:521;4298:32;4297.75:16;4297.25:19;4297:29,4296.36,4295.65,4295.81,4294.26,4294.84,4291.32,0.00,0.00,3.47,-1.75,1.75,4299.45,4298.75,0.00,0.08,1072817.75,10507972.00,2.28,4298.52,4292.52,4286.51,1.28,1.15,0.13,57.81,71.88,4294.35,4293.83,4303.66,4283.99
1779133424000000000,1779133424000,24982430,4296.75,4296.75,4295,4295,121,79,42,4296.198347107438,4296.75:16;4296.5:60;4295.75:36;4295:9,4296.45,4295.75,4295.78,4294.43,4294.88,4291.49,0.00,0.00,3.21,-2.75,2.00,4299.79,0.00,0.00,0.06,1072828.25,10512267.00,2.26,4298.60,4292.80,4287.00,1.18,1.16,0.02,53.37,46.88,4294.35,4293.83,4303.66,4284.00
1779133491000000000,1779133491000,24982431,4294.75,4294.75,4292.5,4292.75,119,78,41,4293.443277310925,4294.75:18;4294.25:19;4293:23;4293.5:9;4293.25:17;4292.5:12;4292.75:21,4296.09,4295.66,4295.76,4294.42,4294.88,4291.66,0.00,4294.75,3.11,-3.25,2.50,4299.80,0.00,0.00,0.00,1072837.25,10516560.00,2.28,4298.55,4292.98,4287.41,0.98,1.13,-0.15,48.47,26.47,4294.35,4293.83,4303.66,4284.00
1779133557000000000,1779133557000,24982432,4292.5,4293.25,4291.5,4293,130,78,52,4292.471153846154,4292.5:21;4293.25:25;4291.75:14;4292.25:19;4291.5:18;4292.75:23;4293:10,4295.61,4295.37,4295.71,4294.34,4294.84,4291.80,0.00,0.00,2.95,-3.00,1.75,4299.51,0.00,0.00,-0.01,1072845.25,10520852.00,2.25,4298.50,4293.11,4287.71,0.73,1.06,-0.33,46.68,10.53,4294.35,4293.83,4303.65,4284.00
1779133623000000000,1779133623000,24982433,4292.75,4292.75,4291.5,4292.75,103,21,82,4292.228155339806,4292.75:37;4292.25:8;4292:35;4291.75:21;4291.5:2,4295.14,4295.13,4295.70,4294.25,4294.79,4291.92,0.00,0.00,2.87,-1.75,1.50,4298.98,0.00,0.00,0.05,1072851.75,10525144.00,2.21,4298.51,4293.14,4287.78,0.49,0.97,-0.48,46.68,13.16,4294.35,4293.82,4303.65,4284.00
1779133690000000000,1779133690000,24982434,4293,4293.5,4292.25,4292.75,91,43,48,4292.728021978022,4293:17;4292.25:8;4293.5:1;4292.75:53;4292.5:12,4294.66,4294.94,4295.70,4294.20,4294.76,4292.03,0.00,0.00,2.63,-3.75,1.25,4298.54,0.00,0.00,0.13,1072858.50,10529436.00,2.15,4298.52,4293.21,4287.90,0.33,0.86,-0.53,48.26,16.67,4294.35,4293.82,4303.65,4284.00
1779133756000000000,1779133756000,24982435,4293.25,4293.75,4292.75,4293.25,107,36,71,4293.205607476635,4293.25:57;4293.75:17;4293:13;4292.75:20,4294.27,4294.79,4295.72,4294.18,4294.73,4292.13,0.00,0.00,2.38,-4.50,1.00,4298.12,0.00,0.00,0.16,1072866.00,10533729.00,2.09,4298.48,4293.37,4288.25,0.21,0.75,-0.55,49.32,21.88,4294.35,4293.82,4303.64,4284.00
1779133822000000000,1779133822000,24982436,4292.75,4292.75,4291.25,4291.5,107,28,79,4291.855140186916,4292.75:15;4291.75:22;4292.25:10;4292:21;4291.25:17;4291.5:22,4293.86,4294.60,4295.72,4294.05,4294.68,4292.22,0.00,0.00,2.44,-5.75,2.00,4297.57,0.00,0.00,0.10,1072871.75,10538020.00,2.08,4298.42,4293.47,4288.52,0.05,0.63,-0.59,46.34,20.00,4294.35,4293.82,4303.64,4284.01
1779133888000000000,1779133888000,24982437,4291.5,4292.25,4290.25,4292.25,147,76,71,4291.289115646258,4291.5:40;4290.25:14;4290.5:23;4291.25:25;4291.75:36;4292.25:9,4293.54,4294.32,4295.70,4293.86,4294.62,4292.29,0.00,0.00,2.60,-6.50,2.00,4297.01,0.00,0.00,0.07,1072876.25,10542310.00,2.08,4298.31,4293.56,4288.81,-0.11,0.51,-0.62,44.46,14.71,4294.34,4293.82,4303.63,4284.01
1779133955000000000,1779133955000,24982438,4292,4292.5,4290,4290,135,92,43,4291.116666666667,4292:17;4292.5:22;4291:44;4290.75:17;4290.5:10;4290:25,4293.18,4294.11,4295.69,4293.65,4294.57,4292.35,0.00,0.00,2.78,-4.25,2.50,4296.64,0.00,0.00,0.09,1072880.00,10546600.00,2.10,4298.23,4293.63,4289.02,-0.22,0.39,-0.61,43.99,22.86,4294.34,4293.82,4303.63,4284.01
1779134021000000000,1779134021000,24982439,4289.5,4289.5,4287.5,4288.25,97,25,72,4288.115979381443,4289.5:9;4288.25:38;4287.75:25;4287.5:11;4288:14,4292.79,4293.69,4295.67,4293.28,4294.44,4292.38,0.00,0.00,3.08,-5.25,2.50,4295.92,0.00,0.00,-0.02,1072880.50,10550888.00,2.13,4298.34,4293.53,4288.72,-0.47,0.25,-0.72,39.61,17.78,4294.34,4293.81,4303.63,4284.00
1779134087000000000,1779134087000,24982440,4289.5,4289.5,4285.5,4285.5,112,56,56,4286.926339285715,4289.5:25;4288:10;4286.5:4;4286:21;4286.25:27;4285.5:25,4292.11,4293.31,4295.65,4292.79,4294.32,4292.38,0.00,0.00,3.44,-3.75,4.00,4295.07,0.00,0.00,-0.07,1072878.75,10555174.00,2.23,4298.56,4293.42,4288.28,-0.68,0.09,-0.77,36.56,30.19,4294.34,4293.81,4303.62,4284.00
1779134154000000000,1779134154000,24982441,4285.5,4286.25,4284,4285.75,263,239,24,4284.825095057035,4285.5:25;4286.25:8;4285.75:44;4284.5:169;4284:17,4291.27,4292.60,4295.54,4292.21,4294.12,4292.34,0.00,0.00,3.84,-6.50,2.25,4293.89,0.00,4284.00,-0.10,1072875.75,10559458.00,2.23,4298.88,4293.21,4287.53,-1.01,-0.09,-0.92,34.46,10.17,4294.33,4293.80,4303.61,4283.98
1779134220000000000,1779134220000,24982442,4286.75,4290,4286.25,4289.25,260,165,95,4288.189423076923,4286.75:21;4286.25:23;4287.5:3;4288:142;4289.25:33;4290:38,4290.52,4292.07,4295.48,4291.78,4294.01,4292.27,0.00,0.00,3.85,-3.50,4.25,4293.06,0.00,0.00,-0.07,1072875.00,10563744.00,2.34,4298.98,4293.13,4287.27,-1.09,-0.26,-0.83,39.89,18.64,4294.32,4293.79,4303.60,4283.98
1779134286000000000,1779134286000,24982443,4289,4290,4288.5,4290,92,39,53,4289.065217391304,4289:39;4288.5:25;4288.75:4;4289.5:9;4290:15,4289.91,4291.79,4295.45,4291.50,4293.91,4292.19,0.00,0.00,3.71,-3.75,1.50,4292.26,0.00,0.00,0.01,1072877.00,10568032.00,2.30,4299.00,4293.10,4287.20,-1.14,-0.40,-0.73,44.69,39.22,4294.32,4293.79,4303.60,4283.97
1779134352000000000,1779134352000,24982444,4290.5,4292.75,4290.5,4292.75,60,22,38,4291.391666666666,4290.5:2;4290.75:21;4291.25:16;4291.75:2;4292:9;4292.5:9;4292.75:1,4289.59,4291.67,4295.43,4291.34,4293.88,4292.11,4290.50,0.00,3.55,0.00,2.75,4291.83,0.00,0.00,0.02,1072881.00,10572322.00,2.32,4298.98,4293.04,4287.10,-1.02,-0.51,-0.51,48.53,60.47,4294.31,4293.79,4303.60,4283.97
1779134419000000000,1779134419000,24982445,4292.75,4292.75,4291.5,4291.5,116,92,24,4292.183189655172,4292.75:39;4292.25:31;4292:4;4291.75:21;4291.5:21,4289.52,4291.77,4295.38,4291.25,4293.85,4292.04,0.00,0.00,3.49,0.50,1.25,4291.37,0.00,0.00,0.05,1072885.50,10576614.00,2.26,4298.94,4292.99,4287.04,-0.92,-0.58,-0.34,50.34,89.74,4294.31,4293.78,4303.59,4283.98
1779134485000000000,1779134485000,24982446,4291.75,4291.75,4289.5,4289.5,94,35,59,4290.422872340426,4291.75:24;4290.75:8;4290:28;4290.25:9;4289.75:8;4289.5:17,4289.38,4291.77,4295.30,4291.03,4293.80,4291.99,0.00,4291.75,3.43,-0.75,2.25,4290.90,0.00,0.00,0.05,1072888.50,10580904.00,2.26,4298.87,4292.85,4286.83,-0.88,-0.63,-0.26,46.88,79.49,4294.31,4293.78,4303.59,4283.98
1779134551000000000,1779134551000,24982447,4290,4290,4287.75,4288.25,375,100,275,4288.934,4290:40;4289:238;4288.75:37;4287.75:21;4288.25:39,4289.11,4291.61,4295.19,4290.71,4293.71,4291.93,0.00,0.00,3.48,0.50,2.25,4290.17,0.00,0.00,-0.01,1072890.50,10585192.00,2.26,4298.55,4292.52,4286.50,-0.94,-0.68,-0.26,44.09,61.54,4294.31,4293.77,4303.58,4283.97
1779134618000000000,1779134618000,24982448,4287.75,4288.5,4287,4287.5,111,65,46,4287.754504504504,4287.75:18;4287.5:33;4287.25:11;4287:8;4288.5:20;4288:21,4288.73,4291.26,4295.10,4290.35,4293.58,4291.86,0.00,0.00,3.46,-1.00,1.50,4289.42,0.00,0.00,-0.08,1072892.00,10589479.00,2.22,4298.14,4292.15,4286.16,-1.06,-0.74,-0.31,42.95,38.46,4294.30,4293.77,4303.57,4283.96
1779134684000000000,1779134684000,24982449,4288.25,4289.5,4287,4289.5,101,40,61,4288.133663366337,4288.25:25;4288.75:2;4288:22;4287.5:5;4287:6;4287.75:25;4289:7;4289.5:9,4288.32,4290.98,4295.05,4290.02,4293.47,4291.78,0.00,0.00,3.36,3.25,2.50,4288.80,0.00,0.00,-0.02,1072893.50,10593766.00,2.23,4297.70,4291.78,4285.87,-1.09,-0.80,-0.29,42.95,48.57,4294.30,4293.77,4303.57,4283.96
1779134750000000000,1779134750000,24982450,4289,4292,4289,4291.75,156,38,118,4290.79967948718,4289:13;4289.5:5;4289.75:19;4290.5:23;4290:16;4291.25:23;4292:20;4291.75:37,4288.16,4290.80,4295.00,4289.83,4293.44,4291.70,4289.00,0.00,3.05,2.00,3.00,4288.62,0.00,0.00,-0.10,1072896.75,10598055.00,2.28,4297.05,4291.45,4285.85,-0.98,-0.83,-0.15,47.00,57.14,4294.30,4293.76,4303.56,4283.96
1779134816000000000,1779134816000,24982451,4292.25,4294.5,4292.25,4293.75,98,57,41,4293.711734693878,4292.25:12;4293.5:28;4294:13;4294.5:18;4294.25:9;4293.75:18,4288.30,4290.93,4294.97,4289.87,4293.46,4291.65,0.00,0.00,2.69,4.50,2.75,4288.80,0.00,0.00,-0.02,1072903.00,10602347.00,2.30,4296.53,4291.25,4285.97,-0.75,-0.82,0.07,52.74,78.57,4294.29,4293.76,4303.56,4283.96
1779134883000000000,1779134883000,24982452,4293,4295.75,4293,4295.5,272,34,238,4295.215073529412,4293:22;4294.5:42;4294:9;4295:9;4295.25:15;4295.75:165;4295.5:10,4288.52,4291.12,4294.96,4289.96,4293.52,4291.61,0.00,0.00,2.53,3.00,2.75,4289.23,0.00,0.00,-0.05,1072910.75,10606640.00,2.33,4296.18,4291.12,4286.06,-0.49,-0.76,0.28,53.95,76.60,4294.29,4293.76,4303.55,4283.97
1779134949000000000,1779134949000,24982453,4296.5,4298,4296.5,4298,126,83,43,4296.871031746032,4296.5:83;4297:5;4297.25:17;4298:21,4289.16,4291.61,4294.97,4290.29,4293.63,4291.62,0.00,0.00,2.86,5.25,2.50,4289.92,0.00,0.00,-0.02,1072921.75,10610936.00,2.34,4296.35,4291.17,4286.00,-0.15,-0.66,0.51,59.07,89.29,4294.29,4293.76,4303.55,4283.97
1779135015000000000,1779135015000,24982454,4298.5,4300.5,4296.75,4300.25,111,93,18,4297.939189189189,4298.5:18;4298:13;4296.75:24;4297:25;4298.25:15;4299.25:1;4300.5:2;4300.25:13,4289.96,4292.24,4294.98,4290.63,4293.80,4291.67,0.00,0.00,3.19,8.75,3.75,4290.95,0.00,0.00,-0.01,1072932.50,10615233.00,2.42,4296.53,4291.23,4285.94,0.27,-0.51,0.77,59.41,87.88,4294.30,4293.76,4303.55,4283.98
1779135082000000000,1779135082000,24982455,4300.75,4301,4300.25,4300.25,116,21,95,4300.622844827586,4300.75:12;4301:31;4300.5:56;4300.25:17,4291.13,4293.01,4294.97,4291.19,4293.98,4291.78,0.00,0.00,3.83,11.00,0.75,4292.09,0.00,0.00,0.04,1072946.75,10619533.00,2.32,4297.28,4291.48,4285.67,0.64,-0.31,0.95,63.82,98.31,4294.30,4293.77,4303.55,4283.98
